time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461350000	-23.853	-7.1825	4.87212	2.43076	-0.503779	radar	2.29489	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0039	-7.09655	4.70449	2.42322	-0.48808	lidar	2.04814	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1793	-6.89973	4.70883	2.38506	-0.501368	radar	5.42892	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3499	-6.65221	4.84319	2.33662	-0.52149	lidar	3.27481	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.507	-6.5046	4.68715	2.31282	-0.522221	radar	4.85008	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5939	-6.38376	4.47956	2.28949	-0.518452	lidar	4.97845	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7318	-6.2061	4.46962	2.25989	-0.521811	radar	0.468695	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.925	-5.9809	4.64804	2.23069	-0.525595	lidar	3.00589	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0598	-5.76404	4.69575	2.19537	-0.533438	radar	3.63134	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1903	-5.59465	4.64542	2.17342	-0.529273	lidar	0.156888	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3426	-5.39865	4.75023	2.15489	-0.520408	radar	1.01025	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4928	-5.16194	4.85707	2.12522	-0.524084	lidar	0.605133	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6089	-5.02389	4.77728	2.11761	-0.504053	radar	14.9601	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7203	-4.8474	4.70189	2.09631	-0.500405	lidar	0.229887	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8437	-4.62997	4.774	2.07272	-0.497872	radar	0.457406	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9627	-4.36766	4.8955	2.03918	-0.50565	lidar	0.688161	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.072	-4.1627	4.7458	2.0085	-0.516737	radar	11.0402	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1741	-3.85559	4.95695	1.96707	-0.530612	lidar	2.25491	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2475	-3.63879	4.80336	1.92928	-0.546632	radar	4.16383	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2832	-3.36801	4.86139	1.88323	-0.56185	lidar	5.09581	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3332	-3.13112	4.79844	1.84306	-0.576482	radar	1.35339	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3609	-2.89988	4.76614	1.80565	-0.583119	lidar	1.84683	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4112	-2.70345	4.66735	1.77993	-0.580671	radar	2.86039	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4811	-2.56502	4.45553	1.76826	-0.566091	lidar	3.90274	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.535	-2.31573	4.55713	1.74246	-0.562603	radar	1.97977	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5832	-2.11901	4.4921	1.7206	-0.557416	lidar	0.575075	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6134	-1.8694	4.57825	1.69352	-0.554152	radar	2.91109	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6152	-1.60414	4.66509	1.65623	-0.562017	lidar	1.47791	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6121	-1.41109	4.53914	1.6205	-0.571861	radar	3.79865	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6178	-1.16877	4.57988	1.59035	-0.573184	lidar	0.0643491	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6423	-0.974499	4.49334	1.57053	-0.565717	radar	6.20324	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6549	-0.68938	4.66085	1.54487	-0.563868	lidar	0.990523	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6451	-0.428774	4.74419	1.51126	-0.572535	radar	3.12845	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6034	-0.0954244	5.0033	1.47403	-0.579494	lidar	2.88147	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5828	0.155519	5.01889	1.44486	-0.581905	radar	2.75129	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.558	0.472187	5.20222	1.41941	-0.578985	lidar	0.992696	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5415	0.706823	5.12009	1.40181	-0.566175	radar	2.04153	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.529	0.996384	5.21601	1.38456	-0.55745	lidar	2.37896	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4847	1.31602	5.34145	1.36889	-0.539921	radar	12.9936	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4256	1.51738	5.18389	1.33858	-0.542742	lidar	0.68993	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3914	1.64718	4.8137	1.31736	-0.534183	radar	24.9885	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3346	1.8456	4.72219	1.29042	-0.534551	lidar	0.235523	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.27	2.05914	4.68748	1.26387	-0.534492	radar	0.317033	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2071	2.24344	4.58272	1.23717	-0.534768	lidar	0.355088	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1453	2.44081	4.46625	1.21759	-0.524626	radar	1.32068	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0601	2.70822	4.62021	1.1955	-0.520845	lidar	0.692245	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9705	2.93312	4.70656	1.1662	-0.527418	radar	2.2898	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8588	3.24981	4.9735	1.14669	-0.520882	lidar	2.10102	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7755	3.4836	4.95976	1.12884	-0.51311	radar	2.48773	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6697	3.68041	4.89338	1.10068	-0.515413	lidar	0.143618	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5606	3.85913	4.79276	1.07114	-0.518722	radar	2.7646	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4949	4.02944	4.65207	1.05326	-0.513216	lidar	3.54872	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3785	4.20706	4.59427	1.02448	-0.515934	radar	1.11803	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2127	4.45796	4.77074	0.996227	-0.516727	lidar	2.39448	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0667	4.63622	4.66004	0.966948	-0.515785	radar	9.01875	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.946	4.84102	4.67756	0.947158	-0.510939	lidar	0.532804	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7927	5.02698	4.67142	0.918386	-0.512585	radar	2.23074	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.617	5.26679	4.83163	0.895633	-0.509042	lidar	1.26937	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4478	5.45003	4.91641	0.863008	-0.51766	radar	0.796072	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2585	5.63688	4.95621	0.83123	-0.521975	lidar	1.10293	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1039	5.7689	4.88814	0.796388	-0.532007	radar	7.36889	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9281	5.94308	4.89541	0.76954	-0.532134	lidar	0.0089579	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7852	6.11072	4.62361	0.756504	-0.514386	radar	4.92352	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6193	6.27284	4.62821	0.732916	-0.51266	lidar	0.0585746	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4756	6.42172	4.48895	0.714691	-0.504649	radar	1.67977	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2349	6.67534	4.78846	0.702255	-0.49135	lidar	5.39045	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0563	6.77511	4.62713	0.667183	-0.498915	radar	8.70529	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.833	6.97129	4.78561	0.648854	-0.491976	lidar	1.63336	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6264	7.1004	4.819	0.617393	-0.49835	radar	1.54364	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4378	7.25539	4.83265	0.59888	-0.493133	lidar	0.457017	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1978	7.41952	5.09747	0.572405	-0.497423	radar	2.85511	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0118	7.58221	5.0889	0.559903	-0.487686	lidar	2.42742	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8163	7.77413	4.95867	0.559764	-0.462682	radar	12.8523	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6103	7.91128	4.96096	0.539656	-0.460255	lidar	0.11619	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4315	8.01942	4.80595	0.518575	-0.457887	radar	2.4661	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2163	8.0588	4.70553	0.472745	-0.477206	lidar	3.85419	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0189	8.21367	4.53303	0.469132	-0.455782	radar	11.8279	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8472	8.35255	4.52651	0.461804	-0.443598	lidar	3.51826	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.5858	8.50721	4.81424	0.446994	-0.438118	radar	9.87786	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3328	8.64084	4.91739	0.430403	-0.432684	lidar	1.03301	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1464	8.74462	4.66438	0.418237	-0.4214	radar	2.26915	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9555	8.8366	4.62062	0.399556	-0.420013	lidar	0.666901	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7764	8.91367	4.40319	0.381568	-0.41552	radar	1.46921	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5567	8.99228	4.42964	0.358857	-0.416744	lidar	0.298564	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2968	9.13313	4.64284	0.352782	-0.403816	radar	13.0905	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0018	9.23239	4.81123	0.332091	-0.402241	lidar	5.77574	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8034	9.28772	4.7187	0.308197	-0.405896	radar	2.882	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5404	9.39531	4.82897	0.297054	-0.397259	lidar	1.15691	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2815	9.42549	5.0047	0.259698	-0.414367	radar	6.1974	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9707	9.56429	5.20933	0.259013	-0.395819	lidar	4.0188	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7253	9.65795	5.01784	0.253085	-0.38011	radar	5.33553	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4432	9.76846	5.13806	0.247901	-0.367548	lidar	1.42623	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1933	9.8517	5.12621	0.237391	-0.360278	radar	1.27533	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9164	9.97221	5.23365	0.238113	-0.343952	lidar	1.87753	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6648	10.0387	5.18801	0.224199	-0.340308	radar	0.200305	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4182	10.1404	5.2124	0.222217	-0.327973	lidar	2.0582	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1562	10.2196	5.23925	0.213285	-0.32138	radar	1.33719	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9285	10.2439	5.1573	0.188993	-0.328924	lidar	0.600363	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6889	10.2993	5.05661	0.177364	-0.323651	radar	0.491974	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4783	10.2964	4.94393	0.147896	-0.335636	lidar	1.24388	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1383	10.3792	5.35418	0.141025	-0.328322	radar	13.8012	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.8828	10.424	5.34017	0.127747	-0.325935	lidar	0.273875	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6767	10.4147	4.95782	0.103842	-0.328921	radar	9.69299	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4402	10.3901	4.90761	0.0722165	-0.341819	lidar	1.64785	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1756	10.4186	4.95706	0.0590021	-0.338094	radar	1.00743	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8684	10.5526	5.1402	0.0805846	-0.304443	lidar	9.04174	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6245	10.5991	4.93824	0.0776374	-0.290628	radar	2.92189	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3775	10.6039	4.93373	0.0590374	-0.294007	lidar	0.172766	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1124	10.632	4.99799	0.0490986	-0.289869	radar	0.814221	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8609	10.7154	5.0344	0.0579863	-0.270245	lidar	5.22609	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5879	10.7737	5.01963	0.0609604	-0.254197	radar	4.73219	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3564	10.7476	4.96112	0.0351005	-0.265671	lidar	1.11974	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1082	10.7748	4.87279	0.030195	-0.256693	radar	1.1812	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.866	10.8319	4.89109	0.0338418	-0.24293	lidar	2.92532	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5754	10.8656	4.98005	0.0319294	-0.232778	radar	5.13215	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.352	10.8782	4.92705	0.0215801	-0.232292	lidar	0.776129	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0827	10.8281	5.29721	-0.0143552	-0.259312	radar	9.12657	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7757	10.8078	5.3854	-0.0308671	-0.261299	lidar	2.47173	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5268	10.8013	5.278	-0.0421499	-0.2589	radar	0.470105	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2939	10.7966	5.2129	-0.0537245	-0.258499	lidar	1.10555	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0558	10.8382	4.87098	-0.0432202	-0.233024	radar	8.02165	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.80143	10.8793	4.91139	-0.0375762	-0.218352	lidar	2.78627	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.63094	10.8174	4.71199	-0.0680648	-0.23612	radar	9.36632	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.36102	10.8497	4.80337	-0.0623408	-0.220743	lidar	2.14668	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.15577	10.8033	4.6659	-0.0837552	-0.229083	radar	3.39101	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.87505	10.8429	4.78797	-0.0732198	-0.209729	lidar	3.42976	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.69021	10.7687	4.62843	-0.104113	-0.227373	radar	9.42081	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.50417	10.7199	4.52409	-0.125789	-0.236953	lidar	1.06524	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.2434	10.7356	4.52317	-0.118916	-0.218868	radar	5.34092	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.88282	10.7826	4.83797	-0.0960955	-0.187651	lidar	10.8934	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.62564	10.7805	4.73311	-0.093371	-0.173616	radar	3.5505	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.32942	10.7783	4.8769	-0.0909337	-0.16299	lidar	1.89338	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.13658	10.7851	4.55085	-0.0869375	-0.148489	radar	4.70921	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
